GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T7,Dijkstra,0,85,0,8,0,18,0,6,0,2
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T6,DijkstraTest,19,262,0,0,3,18,0,4,0,4
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T6,Dijkstra,0,85,0,8,0,18,0,6,0,2
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T6,Dijkstra.new Comparator() {...},0,22,0,4,0,6,0,4,0,2
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T6,Dijkstra.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T6,Dijkstra.Node,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T9,Dijkstra.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T9,Dijkstra.new Comparator() {...},0,22,0,4,0,6,0,4,0,2
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T9,Dijkstra,0,85,0,8,0,18,0,6,0,2
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T9,DijkstraTest,0,259,0,0,0,20,0,4,0,4
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T9,Dijkstra.Node,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T8,Dijkstra,0,85,0,8,0,18,0,6,0,2
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T8,Dijkstra.Node,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T8,Dijkstra.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T8,Dijkstra.new Comparator() {...},0,22,0,4,0,6,0,4,0,2
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T8,DijkstraTest,0,253,0,0,0,24,0,4,0,4
JaCoCo Coverage Report,Copilot.Kruskal.AIGenerated.T10,Kruskal.Edge,0,18,0,0,0,6,0,2,0,2
JaCoCo Coverage Report,Copilot.Kruskal.AIGenerated.T10,Kruskal.DisjointSet,1,114,1,11,1,21,1,9,0,4
JaCoCo Coverage Report,Copilot.Kruskal.AIGenerated.T10,Kruskal,3,41,0,4,1,9,1,3,1,1
JaCoCo Coverage Report,Copilot.Kruskal.AIGenerated.T10,KruskalTest,41,207,0,0,6,11,0,3,0,3
JaCoCo Coverage Report,Copilot.BinaryToDecimal.BookExampleCode.T10,BinaryToDecimal,0,33,0,4,0,8,0,4,0,2
JaCoCo Coverage Report,Copilot.BinaryToDecimal.BookExampleCode.T10,BinaryToDecimalTest,0,26,0,0,0,6,0,2,0,2
JaCoCo Coverage Report,Copilot.MergeSort.BookExampleCode.T10,MergeSortTest,0,96,0,0,0,16,0,4,0,4
JaCoCo Coverage Report,Copilot.MergeSort.BookExampleCode.T10,MergeSort,0,99,0,10,0,20,0,9,0,4
JaCoCo Coverage Report,ChatGPT.FloydWarshall.AIGenerated.T5,FloydWarshall,0,201,0,22,0,30,0,15,0,4
JaCoCo Coverage Report,ChatGPT.FloydWarshall.AIGenerated.T5,FloydWarshallTest,0,139,0,0,0,27,0,5,0,5
JaCoCo Coverage Report,Copilot.MergeSort.PromptOnly.T3,MergeSortTest,0,160,0,0,0,11,0,2,0,2
JaCoCo Coverage Report,Copilot.MergeSort.PromptOnly.T3,MergeSort,99,0,10,0,20,0,9,0,4,0
JaCoCo Coverage Report,Copilot.MergeSort.PromptOnly.T4,MergeSort,99,0,10,0,20,0,9,0,4,0
JaCoCo Coverage Report,Copilot.MergeSort.PromptOnly.T4,MergeSortTest,145,117,0,0,13,7,0,2,0,2
JaCoCo Coverage Report,ChatGPT.FloydWarshall.AIGenerated.T6,FloydWarshall,2,199,1,21,1,29,1,14,0,4
JaCoCo Coverage Report,ChatGPT.FloydWarshall.AIGenerated.T6,FloydWarshallTest,24,157,0,0,6,30,0,5,0,5
JaCoCo Coverage Report,ChatGPT.FloydWarshall.AIGenerated.T7,FloydWarshall,0,201,0,22,0,30,0,15,0,4
JaCoCo Coverage Report,ChatGPT.FloydWarshall.AIGenerated.T7,FloydWarshallTest,0,194,0,0,0,36,0,5,0,5
JaCoCo Coverage Report,Copilot.MergeSort.PromptOnly.T1,MergeSort,99,0,10,0,20,0,9,0,4,0
JaCoCo Coverage Report,Copilot.MergeSort.PromptOnly.T1,MergeSortTest,0,96,0,0,0,16,0,4,0,4
JaCoCo Coverage Report,ChatGPT.FloydWarshall.AIGenerated.T8,FloydWarshall,0,201,0,22,0,30,0,15,0,4
JaCoCo Coverage Report,ChatGPT.FloydWarshall.AIGenerated.T8,FloydWarshallTest,9,130,0,0,2,25,1,4,1,4
JaCoCo Coverage Report,Copilot.MergeSort.PromptOnly.T2,MergeSortTest,0,68,0,0,0,7,0,2,0,2
JaCoCo Coverage Report,Copilot.MergeSort.PromptOnly.T2,MergeSort,0,99,0,10,0,20,0,9,0,4
JaCoCo Coverage Report,ChatGPT.FloydWarshall.BookExampleCode.T9,FloydWarshall,0,224,1,23,0,35,1,15,0,4
JaCoCo Coverage Report,ChatGPT.FloydWarshall.BookExampleCode.T9,FloydWarshallTest,68,136,0,0,11,26,0,5,0,5
JaCoCo Coverage Report,ChatGPT.FloydWarshall.AIGenerated.T1,FloydWarshall,2,199,1,21,1,29,1,14,0,4
JaCoCo Coverage Report,ChatGPT.FloydWarshall.AIGenerated.T1,FloydWarshallTest,9,130,0,0,2,25,1,4,1,4
JaCoCo Coverage Report,Copilot.MergeSort.PromptOnly.T7,MergeSortTest,3,0,0,0,1,0,1,0,1,0
JaCoCo Coverage Report,Copilot.MergeSort.PromptOnly.T7,MergeSort,99,0,10,0,20,0,9,0,4,0
JaCoCo Coverage Report,ChatGPT.FloydWarshall.AIGenerated.T2,FloydWarshall,0,201,0,22,0,30,0,15,0,4
JaCoCo Coverage Report,ChatGPT.FloydWarshall.AIGenerated.T2,FloydWarshallTest,0,139,0,0,0,27,0,5,0,5
JaCoCo Coverage Report,ChatGPT.FloydWarshall.BookExampleCode.T8,FloydWarshallTest,35,140,0,0,4,31,0,4,0,4
JaCoCo Coverage Report,ChatGPT.FloydWarshall.BookExampleCode.T8,FloydWarshall,0,224,1,23,0,35,1,15,0,4
JaCoCo Coverage Report,Copilot.MergeSort.PromptOnly.T8,MergeSort,99,0,10,0,20,0,9,0,4,0
JaCoCo Coverage Report,Copilot.MergeSort.PromptOnly.T8,MergeSortTest,0,78,0,0,0,7,0,4,0,4
JaCoCo Coverage Report,ChatGPT.FloydWarshall.AIGenerated.T3,FloydWarshall,0,201,0,22,0,30,0,15,0,4
JaCoCo Coverage Report,ChatGPT.FloydWarshall.AIGenerated.T3,FloydWarshallTest,0,156,0,0,0,30,0,5,0,5
JaCoCo Coverage Report,Copilot.MergeSort.PromptOnly.T5,MergeSortTest,0,168,0,0,0,16,0,4,0,4
JaCoCo Coverage Report,Copilot.MergeSort.PromptOnly.T5,MergeSort,99,0,10,0,20,0,9,0,4,0
JaCoCo Coverage Report,ChatGPT.FloydWarshall.AIGenerated.T4,FloydWarshall,0,201,0,22,0,30,0,15,0,4
JaCoCo Coverage Report,ChatGPT.FloydWarshall.AIGenerated.T4,FloydWarshallTest,9,129,0,0,2,25,1,4,1,4
JaCoCo Coverage Report,Copilot.MergeSort.PromptOnly.T6,MergeSort,0,99,0,10,0,20,0,9,0,4
JaCoCo Coverage Report,Copilot.MergeSort.PromptOnly.T6,MergeSortTest,0,96,0,0,0,16,0,4,0,4
JaCoCo Coverage Report,ChatGPT.BinarySearch.BookExampleCode.T6,BinarySearchTest,0,128,0,0,0,16,0,4,0,4
JaCoCo Coverage Report,ChatGPT.BinarySearch.BookExampleCode.T6,BinarySearch,0,45,0,6,0,10,0,5,0,2
JaCoCo Coverage Report,ChatGPT.FloydWarshall.BookExampleCode.T5,FloydWarshallTest,0,206,0,0,0,34,0,5,0,5
JaCoCo Coverage Report,ChatGPT.FloydWarshall.BookExampleCode.T5,FloydWarshall,0,224,1,23,0,35,1,15,0,4
JaCoCo Coverage Report,ChatGPT.FloydWarshall.BookExampleCode.T4,FloydWarshallTest,55,189,0,0,9,40,0,4,0,4
JaCoCo Coverage Report,ChatGPT.FloydWarshall.BookExampleCode.T4,FloydWarshall,2,222,1,23,1,34,1,15,0,4
JaCoCo Coverage Report,ChatGPT.BinarySearch.BookExampleCode.T5,BinarySearchTest,0,131,0,2,0,21,0,5,0,4
JaCoCo Coverage Report,ChatGPT.BinarySearch.BookExampleCode.T5,BinarySearch,0,45,0,6,0,10,0,5,0,2
JaCoCo Coverage Report,ChatGPT.FloydWarshall.BookExampleCode.T7,FloydWarshall,2,222,2,22,1,34,2,14,0,4
JaCoCo Coverage Report,ChatGPT.FloydWarshall.BookExampleCode.T7,FloydWarshallTest,42,157,0,0,9,30,0,5,0,5
JaCoCo Coverage Report,ChatGPT.BinarySearch.BookExampleCode.T8,BinarySearch,5,40,1,5,0,10,1,4,0,2
JaCoCo Coverage Report,ChatGPT.BinarySearch.BookExampleCode.T8,BinarySearchTest,0,122,0,0,0,13,0,4,0,4
JaCoCo Coverage Report,Copilot.MergeSort.PromptOnly.T9,MergeSortTest,0,158,0,0,0,12,0,2,0,2
JaCoCo Coverage Report,Copilot.MergeSort.PromptOnly.T9,MergeSort,0,99,0,10,0,20,0,9,0,4
JaCoCo Coverage Report,ChatGPT.FloydWarshall.BookExampleCode.T6,FloydWarshall,0,224,1,23,0,35,1,15,0,4
JaCoCo Coverage Report,ChatGPT.FloydWarshall.BookExampleCode.T6,FloydWarshallTest,54,134,0,0,11,26,0,5,0,5
JaCoCo Coverage Report,ChatGPT.BinarySearch.BookExampleCode.T7,BinarySearchTest,0,129,0,0,0,15,0,6,0,6
JaCoCo Coverage Report,ChatGPT.BinarySearch.BookExampleCode.T7,BinarySearch,0,45,0,6,0,10,0,5,0,2
JaCoCo Coverage Report,ChatGPT.BinarySearch.BookExampleCode.T2,BinarySearch,0,45,0,6,0,10,0,5,0,2
JaCoCo Coverage Report,ChatGPT.BinarySearch.BookExampleCode.T2,BinarySearchTest,0,88,0,0,0,16,0,4,0,4
JaCoCo Coverage Report,ChatGPT.FloydWarshall.BookExampleCode.T1,FloydWarshall,0,224,1,23,0,35,1,15,0,4
JaCoCo Coverage Report,ChatGPT.FloydWarshall.BookExampleCode.T1,FloydWarshallTest,9,130,0,0,2,25,1,4,1,4
JaCoCo Coverage Report,ChatGPT.BinarySearch.BookExampleCode.T1,BinarySearch,0,45,0,6,0,10,0,5,0,2
JaCoCo Coverage Report,ChatGPT.BinarySearch.BookExampleCode.T1,BinarySearchTest,0,150,0,2,0,18,0,6,0,5
JaCoCo Coverage Report,ChatGPT.FloydWarshall.BookExampleCode.T3,FloydWarshallTest,18,121,0,0,4,23,2,3,2,3
JaCoCo Coverage Report,ChatGPT.FloydWarshall.BookExampleCode.T3,FloydWarshall,2,222,2,22,1,34,2,14,0,4
JaCoCo Coverage Report,ChatGPT.BinarySearch.BookExampleCode.T4,BinarySearch,0,45,0,6,0,10,0,5,0,2
JaCoCo Coverage Report,ChatGPT.BinarySearch.BookExampleCode.T4,BinarySearchTest,0,90,0,0,0,13,0,4,0,4
JaCoCo Coverage Report,ChatGPT.BinarySearch.BookExampleCode.T3,BinarySearch,0,45,0,6,0,10,0,5,0,2
JaCoCo Coverage Report,ChatGPT.BinarySearch.BookExampleCode.T3,BinarySearchTest,0,86,0,0,0,13,0,4,0,4
JaCoCo Coverage Report,ChatGPT.FloydWarshall.BookExampleCode.T2,FloydWarshall,0,224,1,23,0,35,1,15,0,4
JaCoCo Coverage Report,ChatGPT.FloydWarshall.BookExampleCode.T2,FloydWarshallTest,10,183,0,0,2,33,0,5,0,5
JaCoCo Coverage Report,ChatGPT.BinarySearch.BookExampleCode.T9,BinarySearch,0,45,0,6,0,10,0,5,0,2
JaCoCo Coverage Report,ChatGPT.BinarySearch.BookExampleCode.T9,BinarySearchTest,0,93,0,0,0,15,0,5,0,5
JaCoCo Coverage Report,ChatGPT.Kruskal.AIGenerated.T10,Kruskal.Edge,0,18,0,0,0,6,0,2,0,2
JaCoCo Coverage Report,ChatGPT.Kruskal.AIGenerated.T10,KruskalTest,0,196,0,0,0,13,0,4,0,4
JaCoCo Coverage Report,ChatGPT.Kruskal.AIGenerated.T10,Kruskal,3,43,0,4,1,11,1,3,1,1
JaCoCo Coverage Report,ChatGPT.Kruskal.AIGenerated.T10,Kruskal.DisjointSet,0,67,1,7,0,14,1,7,0,4
JaCoCo Coverage Report,ChatGPT.Dijkstra.AIGenerated.T10,Dijkstra,1,131,1,13,1,29,1,9,0,3
JaCoCo Coverage Report,ChatGPT.Dijkstra.AIGenerated.T10,Dijkstra.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,ChatGPT.Dijkstra.AIGenerated.T10,Dijkstra.Node,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,ChatGPT.Dijkstra.AIGenerated.T10,DijkstraTest,57,322,0,0,9,20,0,5,0,5
JaCoCo Coverage Report,Copilot.MergeSort.BookExampleCode.T8,MergeSort,0,99,0,10,0,20,0,9,0,4
JaCoCo Coverage Report,Copilot.MergeSort.BookExampleCode.T8,MergeSortTest,0,110,0,0,0,19,0,4,0,4
JaCoCo Coverage Report,Copilot.BellmanFord.AIGenerated.T9,BellmanFordTest,83,179,0,0,11,8,0,4,0,4
JaCoCo Coverage Report,Copilot.BellmanFord.AIGenerated.T9,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.BellmanFord.AIGenerated.T9,BellmanFord,3,112,0,16,1,16,1,9,1,1
JaCoCo Coverage Report,Copilot.BellmanFord.PromptOnly.T8,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.BellmanFord.PromptOnly.T8,BellmanFord,12,128,1,19,2,25,2,10,1,1
JaCoCo Coverage Report,Copilot.BellmanFord.PromptOnly.T8,BellmanFordTest,8,243,0,0,4,17,0,4,0,4
JaCoCo Coverage Report,Copilot.MergeSort.BookExampleCode.T7,MergeSort,0,99,0,10,0,20,0,9,0,4
JaCoCo Coverage Report,Copilot.MergeSort.BookExampleCode.T7,MergeSortTest,0,128,0,0,0,16,0,4,0,4
JaCoCo Coverage Report,Copilot.BellmanFord.AIGenerated.T8,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.BellmanFord.AIGenerated.T8,BellmanFord,3,112,0,16,1,16,1,9,1,1
JaCoCo Coverage Report,Copilot.BellmanFord.AIGenerated.T8,BellmanFordTest,83,188,0,0,11,8,0,4,0,4
JaCoCo Coverage Report,Copilot.BellmanFord.PromptOnly.T7,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.BellmanFord.PromptOnly.T7,BellmanFord,5,135,4,16,2,25,5,7,1,1
JaCoCo Coverage Report,Copilot.BellmanFord.PromptOnly.T7,BellmanFordTest,138,98,0,0,18,5,0,4,0,4
JaCoCo Coverage Report,Copilot.EgyptianFractions.BookExampleCode.T10,EgyptianFractions,4,69,2,4,1,10,2,3,0,2
JaCoCo Coverage Report,Copilot.EgyptianFractions.BookExampleCode.T10,EgyptianFractionsTest,13,83,0,0,3,16,0,4,0,4
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T1,Dijkstra.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T1,Dijkstra.Node,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T1,Dijkstra,0,85,0,8,0,18,0,6,0,2
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T1,DijkstraTest,0,266,0,0,0,25,0,4,0,4
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T1,Dijkstra.new Comparator() {...},0,22,0,4,0,6,0,4,0,2
JaCoCo Coverage Report,Copilot.BellmanFord.PromptOnly.T6,BellmanFord,12,128,1,19,2,25,2,10,1,1
JaCoCo Coverage Report,Copilot.BellmanFord.PromptOnly.T6,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.BellmanFord.PromptOnly.T6,BellmanFordTest,16,246,4,0,0,22,2,5,0,5
JaCoCo Coverage Report,Copilot.BellmanFord.PromptOnly.T5,BellmanFordTest,92,170,0,0,12,7,0,4,0,4
JaCoCo Coverage Report,Copilot.BellmanFord.PromptOnly.T5,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.BellmanFord.PromptOnly.T5,BellmanFord,12,128,1,19,2,25,2,10,1,1
JaCoCo Coverage Report,Copilot.MergeSort.BookExampleCode.T9,MergeSort,0,99,0,10,0,20,0,9,0,4
JaCoCo Coverage Report,Copilot.MergeSort.BookExampleCode.T9,MergeSortTest,0,155,0,0,0,18,0,5,0,5
JaCoCo Coverage Report,Copilot.MergeSort.PromptOnly.T10,MergeSortTest,0,206,0,0,0,14,0,2,0,2
JaCoCo Coverage Report,Copilot.MergeSort.PromptOnly.T10,MergeSort,99,0,10,0,20,0,9,0,4,0
JaCoCo Coverage Report,ChatGPT.MergeSort.BookExampleCode.T7,MergeSort,0,99,0,10,0,20,0,9,0,4
JaCoCo Coverage Report,ChatGPT.MergeSort.BookExampleCode.T7,MergeSortTest,0,199,0,0,0,25,0,5,0,5
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T3,Dijkstra.new Comparator() {...},0,22,0,4,0,6,0,4,0,2
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T3,Dijkstra.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T3,Dijkstra.Node,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T3,DijkstraTest,0,276,0,0,0,23,0,4,0,4
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T3,Dijkstra,0,85,0,8,0,18,0,6,0,2
JaCoCo Coverage Report,Copilot.BellmanFord.AIGenerated.T5,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.BellmanFord.AIGenerated.T5,BellmanFordTest,8,248,0,0,4,19,0,4,0,4
JaCoCo Coverage Report,Copilot.BellmanFord.AIGenerated.T5,BellmanFord,3,112,0,16,1,16,1,9,1,1
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T2,Dijkstra.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T2,Dijkstra.new Comparator() {...},0,22,0,4,0,6,0,4,0,2
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T2,Dijkstra,0,85,0,8,0,18,0,6,0,2
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T2,DijkstraTest,0,253,0,0,0,24,0,4,0,4
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T2,Dijkstra.Node,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,Copilot.BellmanFord.AIGenerated.T4,BellmanFordTest,8,239,0,0,4,19,0,4,0,4
JaCoCo Coverage Report,Copilot.BellmanFord.AIGenerated.T4,BellmanFord,3,112,0,16,1,16,1,9,1,1
JaCoCo Coverage Report,Copilot.BellmanFord.AIGenerated.T4,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,ChatGPT.MergeSort.BookExampleCode.T6,MergeSort,0,99,0,10,0,20,0,9,0,4
JaCoCo Coverage Report,ChatGPT.MergeSort.BookExampleCode.T6,MergeSortTest,0,142,0,0,0,19,0,4,0,4
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T5,Dijkstra.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T5,Dijkstra.new Comparator() {...},0,22,0,4,0,6,0,4,0,2
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T5,Dijkstra.Node,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T5,Dijkstra,0,85,0,8,0,18,0,6,0,2
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T5,DijkstraTest,0,263,0,0,0,21,0,4,0,4
JaCoCo Coverage Report,Copilot.BellmanFord.AIGenerated.T7,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.BellmanFord.AIGenerated.T7,BellmanFord,3,112,0,16,1,16,1,9,1,1
JaCoCo Coverage Report,Copilot.BellmanFord.AIGenerated.T7,BellmanFordTest,83,179,0,0,11,8,0,4,0,4
JaCoCo Coverage Report,ChatGPT.MergeSort.BookExampleCode.T9,MergeSort,0,99,0,10,0,20,0,9,0,4
JaCoCo Coverage Report,ChatGPT.MergeSort.BookExampleCode.T9,MergeSortTest,0,191,0,0,0,25,0,5,0,5
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T4,Dijkstra.new Comparator() {...},0,22,0,4,0,6,0,4,0,2
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T4,DijkstraTest,0,259,0,0,0,20,0,4,0,4
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T4,Dijkstra.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T4,Dijkstra.Node,0,9,0,0,0,4,0,1,0,1
JaCoCo Coverage Report,Copilot.Dijkstra.AIGenerated.T4,Dijkstra,0,85,0,8,0,18,0,6,0,2
JaCoCo Coverage Report,Copilot.BellmanFord.AIGenerated.T6,BellmanFord,115,0,16,0,17,0,10,0,2,0
JaCoCo Coverage Report,Copilot.BellmanFord.AIGenerated.T6,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.BellmanFord.AIGenerated.T6,BellmanFordTest,0,207,0,0,0,7,0,4,0,4
JaCoCo Coverage Report,ChatGPT.MergeSort.BookExampleCode.T8,MergeSortTest,0,142,0,0,0,19,0,4,0,4
JaCoCo Coverage Report,ChatGPT.MergeSort.BookExampleCode.T8,MergeSort,0,99,0,10,0,20,0,9,0,4
JaCoCo Coverage Report,Copilot.BellmanFord.PromptOnly.T9,BellmanFord,12,128,1,19,2,25,2,10,1,1
JaCoCo Coverage Report,Copilot.BellmanFord.PromptOnly.T9,BellmanFordTest,92,161,0,0,12,7,0,4,0,4
JaCoCo Coverage Report,Copilot.BellmanFord.PromptOnly.T9,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,ChatGPT.MergeSort.BookExampleCode.T3,MergeSortTest,0,134,0,0,0,19,0,4,0,4
JaCoCo Coverage Report,ChatGPT.MergeSort.BookExampleCode.T3,MergeSort,0,99,0,10,0,20,0,9,0,4
JaCoCo Coverage Report,Copilot.BellmanFord.AIGenerated.T1,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.BellmanFord.AIGenerated.T1,BellmanFordTest,8,248,0,0,4,19,0,4,0,4
JaCoCo Coverage Report,Copilot.BellmanFord.AIGenerated.T1,BellmanFord,3,112,0,16,1,16,1,9,1,1
JaCoCo Coverage Report,ChatGPT.MergeSort.BookExampleCode.T2,MergeSort,0,99,0,10,0,20,0,9,0,4
JaCoCo Coverage Report,ChatGPT.MergeSort.BookExampleCode.T2,MergeSortTest,0,239,0,0,0,25,0,5,0,5
JaCoCo Coverage Report,Copilot.BellmanFord.AIGenerated.T3,BellmanFordTest,83,170,0,0,11,8,0,4,0,4
JaCoCo Coverage Report,Copilot.BellmanFord.AIGenerated.T3,BellmanFord,3,112,0,16,1,16,1,9,1,1
JaCoCo Coverage Report,Copilot.BellmanFord.AIGenerated.T3,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,ChatGPT.MergeSort.BookExampleCode.T5,MergeSortTest,0,142,0,0,0,19,0,4,0,4
JaCoCo Coverage Report,ChatGPT.MergeSort.BookExampleCode.T5,MergeSort,0,99,0,10,0,20,0,9,0,4
JaCoCo Coverage Report,Copilot.BellmanFord.AIGenerated.T2,BellmanFord.Edge,0,12,0,0,0,5,0,1,0,1
JaCoCo Coverage Report,Copilot.BellmanFord.AIGenerated.T2,BellmanFordTest,14,247,0,0,4,17,0,4,0,4
JaCoCo Coverage Report,Copilot.BellmanFord.AIGenerated.T2,BellmanFord,3,112,0,16,1,16,1,9,1,1
JaCoCo Coverage Report,ChatGPT.MergeSort.BookExampleCode.T4,MergeSortTest,0,142,0,0,0,19,0,4,0,4
JaCoCo Coverage Report,ChatGPT.MergeSort.BookExampleCode.T4,MergeSort,0,99,0,10,0,20,0,9,0,4
JaCoCo Coverage Report,Copilot.BinarySearch.PromptOnly.T10,BinarySearchTest,0,147,0,0,0,19,0,4,0,4
JaCoCo Coverage Report,Copilot.BinarySearch.PromptOnly.T10,BinarySearch,0,45,0,6,0,10,0,5,0,2
JaCoCo Coverage Report,ChatGPT.MergeSort.BookExampleCode.T1,MergeSortTest,0,174,0,0,0,19,0,4,0,4
JaCoCo Coverage Report,ChatGPT.MergeSort.BookExampleCode.T1,MergeSort,0,99,0,10,0,20,0,9,0,4
JaCoCo Coverage Report,Copilot.QuickSort.PromptOnly.T10,QuickSortTest,0,158,0,0,0,12,0,2,0,2
JaCoCo Coverage Report,Copilot.QuickSort.PromptOnly.T10,QuickSort,0,88,0,6,0,20,0,8,0,5
JaCoCo Coverage Report,ChatGPT.FloydWarshall.AIGenerated.T9,FloydWarshallTest,30,163,0,0,5,31,0,5,0,5
JaCoCo Coverage Report,ChatGPT.FloydWarshall.AIGenerated.T9,FloydWarshall,0,201,0,22,0,30,0,15,0,4
JaCoCo Coverage Report,Copilot.BreadthFirstSearch.AIGenerated.T10,Graph,0,100,0,8,0,24,0,7,0,3
JaCoCo Coverage Report,Copilot.BreadthFirstSearch.AIGenerated.T10,GraphTest,0,67,0,0,0,12,0,2,0,2
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T9,KruskalTest,4,240,0,0,2,7,0,3,0,3
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T9,Kruskal,3,56,0,4,1,14,1,4,1,2
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T9,Kruskal.DisjointSet,0,62,0,4,0,12,0,6,0,4
JaCoCo Coverage Report,Copilot.Kruskal.BookExampleCode.T9,Kruskal.Edge,0,20,0,0,0,6,0,2,0,2
JaCoCo Coverage Report,ChatGPT.MergeSort.AIGenerated.T1,MergeSort,0,121,1,15,0,29,1,11,0,4
JaCoCo Coverage Report,ChatGPT.MergeSort.AIGenerated.T1,MergeSortTest,0,134,0,0,0,19,0,4,0,4
JaCoCo Coverage Report,Copilot.FloydWarshall.AIGenerated.T2,FloydWarshall,4,211,2,22,2,32,2,14,0,4
JaCoCo Coverage Report,Copilot.FloydWarshall.AIGenerated.T2,FloydWarshallTest,68,123,0,0,11,27,0,4,0,4
JaCoCo Coverage Report,Copilot.Knapsack.PromptOnly.T1,Knapsack,0,97,0,10,0,10,0,7,0,2
